complaint_id,citizen_id,department,region,category,severity,status,complaint_date,resolution_date,resolution_days,description,citizen_rating,mode_of_complaint,assigned_officer
GRV01433,CIT99263,Education Department,Riverside Block,Street Light Failure,Low,In Progress,2024-07-09,,,Urgent complaint about this affecting citizens,,Mobile App,Officer_118
GRV01434,CIT45101,Roads & Infrastructure,Old City,Sewage Overflow,Critical,Pending,2022-12-25,,,Urgent complaint about Old City affecting citizens,,Email,Officer_432
GRV01435,CIT24775,Municipal Sanitation,Suburban Area,Poor Service,Medium,Resolved,2022-07-31,2022-08-14,14.0,Repeated complaint about this in Suburban Area area still unresolved,5,Mobile App,Officer_188
GRV01436,CIT31991,Housing Authority,New Township,Road Damage,Medium,In Progress,2023-03-11,,,Road completely damaged after rains near 5,,Online Portal,Officer_107
GRV01437,CIT70464,Electricity Board,West District,Drainage Issue,Low,Closed,2024-12-05,2025-02-02,59.0,Stagnant water breeding mosquitoes near 14,1,Online Portal,Officer_360
GRV01438,CIT11468,Fire Services,Riverside Block,Water Quality,High,Closed,2024-03-02,2024-03-08,6.0,Serious issue regarding our in our locality,2,Walk-in,Officer_296
GRV01439,CIT94037,Roads & Infrastructure,Suburban Area,Road Damage,Medium,Closed,2023-10-16,2023-11-05,20.0,Pothole on main road causing accidents near 20,4,Walk-in,Officer_315
GRV01440,CIT14570,Housing Authority,Hill Station,Street Light Failure,Medium,Resolved,2023-10-10,2023-10-21,11.0,Serious issue regarding 8 in our locality,4,Phone,Officer_193
GRV01441,CIT53438,Water Supply,Suburban Area,Property Tax,Critical,Closed,2024-06-15,2024-06-17,2.0,Serious issue regarding 30 in our locality,4,Phone,Officer_442
GRV01442,CIT49202,Revenue Department,Suburban Area,Property Tax,Low,Resolved,2024-03-15,2024-05-11,57.0,Serious issue regarding 24 in our locality,2,Walk-in,Officer_100
GRV01443,CIT71529,Education Department,New Township,Noise Pollution,High,Resolved,2023-07-05,2023-07-27,22.0,Serious issue regarding 18 in our locality,3,Email,Officer_489
GRV01444,CIT84379,Municipal Sanitation,North District,Corruption,Medium,Pending,2024-12-30,,,Repeated complaint about this in this area still unresolved,,Online Portal,Officer_370
GRV01445,CIT71928,Municipal Sanitation,Old City,Corruption,Medium,Pending,2022-08-31,,,Repeated complaint about 27 in 13 area still unresolved,,Walk-in,Officer_402
GRV01446,CIT59421,Revenue Department,East District,Air Pollution,Low,Pending,2024-07-19,,,Serious issue regarding East District in our locality,,Mobile App,Officer_111
GRV01447,CIT83278,Roads & Infrastructure,Central Zone,Corruption,High,Closed,2024-12-05,2024-12-26,21.0,Urgent complaint about 14 affecting citizens,3,Online Portal,Officer_383
GRV01448,CIT76911,Water Supply,New Township,Air Pollution,Critical,Closed,2024-01-10,2024-01-16,6.0,No action taken on this complaint since this days,3,Online Portal,Officer_443
GRV01449,CIT81016,Environment Department,East District,Delayed Response,High,Resolved,2022-06-02,2022-06-08,6.0,Urgent complaint about 10 affecting citizens,5,Email,Officer_306
GRV01450,CIT77138,Electricity Board,Suburban Area,Property Tax,Low,Resolved,2024-09-04,2024-10-26,52.0,Serious issue regarding 16 in our locality,3,Walk-in,Officer_236
GRV01451,CIT51806,Electricity Board,South District,Water Quality,Medium,Resolved,2024-09-22,2024-09-29,7.0,Repeated complaint about South District in South District area still unresolved,2,Walk-in,Officer_354
GRV01452,CIT54849,Water Supply,North District,Road Construction Delay,High,Resolved,2024-03-28,2024-04-07,10.0,Repeated complaint about 10 in North District area still unresolved,2,Mobile App,Officer_242
GRV01453,CIT10662,Education Department,East District,Documentation Issue,Medium,Resolved,2023-11-03,2023-11-25,22.0,Serious issue regarding this in our locality,5,Email,Officer_193
GRV01454,CIT65008,Electricity Board,Coastal Ward,Property Tax,Medium,In Progress,2022-10-07,,,Serious issue regarding our in our locality,,Online Portal,Officer_346
GRV01455,CIT25226,Roads & Infrastructure,Old City,Air Pollution,High,Closed,2022-05-01,2022-05-06,5.0,No action taken on Old City complaint since this days,1,Online Portal,Officer_261
GRV01456,CIT39807,Electricity Board,Suburban Area,Power Outage,Low,In Progress,2024-01-13,,,Power fluctuation damaging home appliances in Suburban Area,,Mobile App,Officer_122
GRV01457,CIT73421,Water Supply,Old City,Power Outage,Medium,In Progress,2022-01-10,,,Transformer damaged causing outage in 30 area,,Email,Officer_393
GRV01458,CIT84381,Health Services,New Township,Noise Pollution,Medium,Pending,2022-10-16,,,Repeated complaint about New Township in this area still unresolved,,Walk-in,Officer_167
GRV01459,CIT21546,Police Department,Central Zone,Property Tax,High,Reopened,2024-04-26,,,Urgent complaint about Central Zone affecting citizens,,Walk-in,Officer_375
GRV01460,CIT99732,Roads & Infrastructure,North District,Power Outage,Medium,Resolved,2024-04-05,2024-04-24,19.0,Frequent power cuts this times daily in our ward,3,Mobile App,Officer_472
GRV01461,CIT54223,Public Transport,Old City,Property Tax,Critical,Pending,2023-05-11,,,Urgent complaint about 15 affecting citizens,,Phone,Officer_239
GRV01462,CIT42947,Housing Authority,Suburban Area,Road Damage,Medium,In Progress,2023-03-25,,,Street not repaired since Suburban Area months in our area,,Mobile App,Officer_262
GRV01463,CIT68394,Municipal Sanitation,North District,School Facilities,Low,Resolved,2023-11-16,2023-12-02,16.0,Repeated complaint about 10 in our area still unresolved,4,Email,Officer_271
GRV01464,CIT11275,Public Transport,South District,Air Pollution,Low,Reopened,2023-01-10,,,Serious issue regarding our in our locality,,Walk-in,Officer_154
GRV01465,CIT23071,Water Supply,Suburban Area,School Facilities,High,In Progress,2023-04-24,,,Serious issue regarding this in our locality,,Email,Officer_298
GRV01466,CIT60995,Roads & Infrastructure,Old City,Water Shortage,High,Resolved,2024-06-30,2024-07-24,24.0,No water supply for past Old City days in our area,2,Online Portal,Officer_307
GRV01467,CIT99468,Environment Department,Riverside Block,Air Pollution,Medium,Closed,2023-07-03,2023-07-13,10.0,Urgent complaint about 2 affecting citizens,2,Mobile App,Officer_324
GRV01468,CIT16655,Public Transport,Riverside Block,Air Pollution,Low,Closed,2022-11-20,2023-01-22,63.0,Serious issue regarding 12 in our locality,3,Mobile App,Officer_468
GRV01469,CIT67417,Electricity Board,Industrial Area,Road Construction Delay,High,Resolved,2023-11-27,2023-12-01,4.0,No action taken on this complaint since this days,2,Mobile App,Officer_337
GRV01470,CIT13676,Police Department,New Township,Road Damage,High,Closed,2024-01-20,2024-02-12,23.0,Road completely damaged after rains near 23,1,Online Portal,Officer_301
GRV01471,CIT85887,Health Services,Hill Station,Sewage Overflow,Medium,Resolved,2022-01-25,2022-02-12,18.0,Serious issue regarding our in our locality,3,Mobile App,Officer_116
GRV01472,CIT19438,Municipal Sanitation,Old City,Road Damage,High,Pending,2022-05-12,,,Street not repaired since 22 months in our area,,Email,Officer_415
GRV01473,CIT84328,Electricity Board,New Township,Air Pollution,High,Resolved,2024-02-05,2024-02-29,24.0,No action taken on 6 complaint since this days,1,Online Portal,Officer_130
GRV01474,CIT84867,Revenue Department,Old City,Road Construction Delay,Low,Closed,2022-02-09,2022-04-10,60.0,Repeated complaint about 28 in this area still unresolved,4,Phone,Officer_234
GRV01475,CIT38548,Water Supply,Old City,Bus Route Issue,Medium,Reopened,2022-09-14,,,Urgent complaint about our affecting citizens,,Walk-in,Officer_397
GRV01476,CIT30601,Environment Department,Industrial Area,Bus Route Issue,Medium,Resolved,2024-07-27,2024-08-25,29.0,No action taken on 12 complaint since Industrial Area days,3,Online Portal,Officer_137
GRV01477,CIT47469,Education Department,West District,Encroachment,Low,Resolved,2024-03-12,2024-04-14,33.0,Serious issue regarding our in our locality,2,Email,Officer_131
GRV01478,CIT50332,Fire Services,East District,Road Construction Delay,Low,In Progress,2023-03-30,,,No action taken on 29 complaint since 4 days,,Online Portal,Officer_392
GRV01479,CIT76903,Water Supply,East District,Corruption,Low,In Progress,2024-04-27,,,No action taken on 9 complaint since 6 days,,Online Portal,Officer_296
GRV01480,CIT46908,Revenue Department,Old City,Bus Route Issue,High,In Progress,2022-01-14,,,No action taken on our complaint since this days,,Walk-in,Officer_389
GRV01481,CIT50853,Electricity Board,South District,Drainage Issue,Medium,Pending,2024-05-17,,,Sewage overflow on main road near 14,,Mobile App,Officer_223
GRV01482,CIT69975,Revenue Department,Hill Station,Drainage Issue,Critical,In Progress,2022-10-17,,,Drainage pipe broken for Hill Station weeks,,Online Portal,Officer_230
GRV01483,CIT25012,Education Department,Old City,Water Shortage,Low,Pending,2024-06-30,,,No water supply for past our days in our area,,Mobile App,Officer_215
GRV01484,CIT94808,Environment Department,New Township,Water Shortage,Medium,Resolved,2022-12-11,2022-12-22,11.0,Water pipeline broken causing shortage since our,5,Online Portal,Officer_367
GRV01485,CIT23948,Police Department,Old City,Water Shortage,Medium,Pending,2024-06-07,,,No water supply for past this days in our area,,Mobile App,Officer_374
GRV01486,CIT84576,Public Transport,Industrial Area,Water Quality,High,Pending,2023-10-03,,,Repeated complaint about this in 7 area still unresolved,,Phone,Officer_384
GRV01487,CIT72750,Housing Authority,North District,Road Damage,High,In Progress,2023-04-30,,,Road completely damaged after rains near this,,Email,Officer_179
GRV01488,CIT50762,Housing Authority,Riverside Block,Delayed Response,High,Closed,2023-07-20,2023-08-02,13.0,Serious issue regarding 23 in our locality,5,Mobile App,Officer_186
GRV01489,CIT48606,Environment Department,Old City,Drainage Issue,Low,Resolved,2023-03-14,2023-06-10,88.0,Sewage overflow on main road near Old City,2,Mobile App,Officer_130
GRV01490,CIT78799,Health Services,South District,Property Tax,Critical,Resolved,2023-03-09,2023-03-12,3.0,Serious issue regarding this in our locality,3,Email,Officer_408
GRV01491,CIT26722,Environment Department,West District,Water Shortage,High,Pending,2022-01-27,,,No water supply for past West District days in our area,,Online Portal,Officer_241
GRV01492,CIT57077,Environment Department,Coastal Ward,Street Light Failure,Low,Resolved,2024-06-17,2024-08-29,73.0,Urgent complaint about 24 affecting citizens,2,Walk-in,Officer_467
GRV01493,CIT43222,Municipal Sanitation,Riverside Block,Street Light Failure,Medium,Pending,2024-04-13,,,Repeated complaint about 8 in 23 area still unresolved,,Walk-in,Officer_466
GRV01494,CIT90098,Police Department,West District,Poor Service,Medium,Pending,2022-07-16,,,Urgent complaint about 6 affecting citizens,,Online Portal,Officer_433
GRV01495,CIT49129,Electricity Board,Riverside Block,Power Outage,Critical,Resolved,2022-06-01,2022-06-09,8.0,Power fluctuation damaging home appliances in 29,2,Email,Officer_483
GRV01496,CIT46163,Housing Authority,West District,Garbage Collection,Low,Closed,2023-05-23,2023-08-10,79.0,Garbage not collected for this days,4,Mobile App,Officer_177
GRV01497,CIT17323,Police Department,South District,Hospital Service,Medium,Closed,2022-01-29,2022-03-07,37.0,No action taken on our complaint since this days,4,Phone,Officer_485
GRV01498,CIT61605,Water Supply,North District,Bus Route Issue,Critical,In Progress,2024-11-14,,,No action taken on 13 complaint since our days,,Walk-in,Officer_253
GRV01499,CIT99765,Fire Services,North District,Poor Service,Medium,Reopened,2023-02-07,,,No action taken on North District complaint since North District days,,Email,Officer_313
GRV01500,CIT34873,Public Transport,North District,School Facilities,Medium,Pending,2024-07-18,,,Urgent complaint about North District affecting citizens,,Phone,Officer_168
GRV01501,CIT97223,Revenue Department,South District,Power Outage,Low,Resolved,2023-03-20,2023-05-21,62.0,Frequent power cuts our times daily in our ward,5,Walk-in,Officer_236
GRV01502,CIT79966,Fire Services,East District,Garbage Collection,High,Pending,2022-03-22,,,No sanitation vehicle visiting our locality since 21,,Email,Officer_308
GRV01503,CIT96247,Electricity Board,Hill Station,Bus Route Issue,Critical,In Progress,2022-06-23,,,Repeated complaint about Hill Station in our area still unresolved,,Mobile App,Officer_168
GRV01504,CIT97387,Environment Department,Central Zone,Poor Service,Low,Reopened,2024-01-19,,,Serious issue regarding Central Zone in our locality,,Mobile App,Officer_225
GRV01505,CIT57951,Health Services,West District,Road Damage,Medium,In Progress,2022-06-11,,,Broken road surface causing vehicle damage in 14,,Walk-in,Officer_468
GRV01506,CIT75454,Health Services,Industrial Area,Poor Service,Medium,In Progress,2023-07-05,,,No action taken on this complaint since our days,,Walk-in,Officer_202
GRV01507,CIT60680,Public Transport,West District,Corruption,Medium,Resolved,2023-07-09,2023-08-08,30.0,Repeated complaint about 27 in West District area still unresolved,3,Mobile App,Officer_140
GRV01508,CIT53521,Electricity Board,Industrial Area,School Facilities,Medium,Resolved,2022-01-17,2022-02-27,41.0,No action taken on 18 complaint since our days,2,Phone,Officer_405
GRV01509,CIT33818,Electricity Board,Industrial Area,Air Pollution,Medium,Pending,2024-07-03,,,Serious issue regarding Industrial Area in our locality,,Online Portal,Officer_332
GRV01510,CIT33801,Health Services,East District,Bus Route Issue,High,Resolved,2022-09-01,2022-09-12,11.0,Repeated complaint about our in our area still unresolved,5,Email,Officer_200
GRV01511,CIT37982,Municipal Sanitation,West District,Corruption,Medium,In Progress,2023-09-25,,,Serious issue regarding this in our locality,,Mobile App,Officer_436
GRV01512,CIT13930,Education Department,West District,Garbage Collection,High,Reopened,2022-02-07,,,Garbage not collected for our days,,Mobile App,Officer_172
GRV01513,CIT51724,Roads & Infrastructure,Hill Station,Air Pollution,Medium,In Progress,2023-07-30,,,Urgent complaint about our affecting citizens,,Walk-in,Officer_478
GRV01514,CIT16371,Electricity Board,Suburban Area,Documentation Issue,Medium,In Progress,2024-10-17,,,Serious issue regarding Suburban Area in our locality,,Mobile App,Officer_431
GRV01515,CIT68288,Fire Services,North District,Documentation Issue,Medium,Resolved,2022-10-30,2022-11-18,19.0,Repeated complaint about North District in this area still unresolved,4,Walk-in,Officer_308
GRV01516,CIT56807,Municipal Sanitation,North District,Poor Service,Medium,Resolved,2022-04-06,2022-05-21,45.0,Urgent complaint about this affecting citizens,5,Online Portal,Officer_112
GRV01517,CIT29920,Public Transport,Industrial Area,Documentation Issue,Low,Pending,2022-02-21,,,Repeated complaint about Industrial Area in Industrial Area area still unresolved,,Online Portal,Officer_258
GRV01518,CIT65760,Electricity Board,Industrial Area,Poor Service,Critical,Pending,2022-09-03,,,Serious issue regarding our in our locality,,Mobile App,Officer_393
GRV01519,CIT74798,Environment Department,South District,Hospital Service,Medium,In Progress,2022-06-27,,,Urgent complaint about South District affecting citizens,,Online Portal,Officer_201
GRV01520,CIT13511,Revenue Department,Riverside Block,Air Pollution,Low,Resolved,2024-03-11,2024-04-12,32.0,Urgent complaint about this affecting citizens,2,Walk-in,Officer_165
GRV01521,CIT29445,Environment Department,Industrial Area,Sewage Overflow,Critical,Resolved,2023-03-13,2023-03-17,4.0,Urgent complaint about this affecting citizens,2,Email,Officer_197
GRV01522,CIT56404,Housing Authority,Riverside Block,Sewage Overflow,Medium,Resolved,2024-08-28,2024-09-16,19.0,Urgent complaint about Riverside Block affecting citizens,4,Phone,Officer_144
GRV01523,CIT82250,Housing Authority,Industrial Area,Road Damage,Low,Pending,2022-04-11,,,Broken road surface causing vehicle damage in Industrial Area,,Phone,Officer_410
GRV01524,CIT59955,Education Department,South District,Documentation Issue,High,In Progress,2023-02-14,,,Serious issue regarding 5 in our locality,,Phone,Officer_163
GRV01525,CIT98836,Electricity Board,Suburban Area,Garbage Collection,High,Resolved,2023-04-01,2023-04-21,20.0,Overflowing dustbin near 24 area not cleaned,4,Phone,Officer_462
GRV01526,CIT68014,Health Services,New Township,Property Tax,Medium,In Progress,2023-10-27,,,No action taken on New Township complaint since New Township days,,Mobile App,Officer_172
GRV01527,CIT30180,Electricity Board,Coastal Ward,Documentation Issue,Low,Resolved,2023-08-22,2023-10-03,42.0,No action taken on Coastal Ward complaint since Coastal Ward days,2,Walk-in,Officer_307
GRV01528,CIT58705,Water Supply,Coastal Ward,Drainage Issue,High,In Progress,2023-03-09,,,Drain blocked causing flooding in this area,,Mobile App,Officer_425
GRV01529,CIT45593,Environment Department,Old City,Bus Route Issue,High,Resolved,2024-12-24,2024-12-28,4.0,Repeated complaint about this in 10 area still unresolved,2,Online Portal,Officer_348
GRV01530,CIT52461,Fire Services,Industrial Area,Bus Route Issue,Critical,Closed,2022-09-07,2022-09-16,9.0,Urgent complaint about 2 affecting citizens,2,Phone,Officer_189
GRV01531,CIT40046,Revenue Department,Hill Station,Road Damage,Medium,Pending,2024-03-28,,,Broken road surface causing vehicle damage in our,,Phone,Officer_132
GRV01532,CIT42955,Public Transport,Coastal Ward,Property Tax,Low,In Progress,2023-10-15,,,Serious issue regarding Coastal Ward in our locality,,Online Portal,Officer_288
GRV01533,CIT66133,Roads & Infrastructure,Hill Station,Property Tax,Medium,Resolved,2023-12-02,2023-12-28,26.0,No action taken on 2 complaint since this days,5,Mobile App,Officer_402
GRV01534,CIT72542,Public Transport,Old City,Water Quality,High,Pending,2022-05-04,,,Serious issue regarding Old City in our locality,,Online Portal,Officer_229
GRV01535,CIT22595,Electricity Board,Suburban Area,Drainage Issue,Low,Pending,2024-10-13,,,Sewage overflow on main road near 25,,Mobile App,Officer_257
GRV01536,CIT79727,Roads & Infrastructure,Hill Station,Road Construction Delay,High,Resolved,2024-04-06,2024-04-23,17.0,Repeated complaint about 14 in this area still unresolved,2,Online Portal,Officer_184
GRV01537,CIT67389,Revenue Department,Old City,Delayed Response,High,Resolved,2023-01-15,2023-01-22,7.0,Repeated complaint about 23 in our area still unresolved,5,Email,Officer_373
GRV01538,CIT99776,Police Department,Old City,Water Quality,Medium,Resolved,2023-03-02,2023-04-16,45.0,No action taken on 8 complaint since 21 days,4,Walk-in,Officer_258
GRV01539,CIT40562,Municipal Sanitation,Old City,Documentation Issue,High,Pending,2023-01-08,,,Serious issue regarding 6 in our locality,,Mobile App,Officer_161
GRV01540,CIT59563,Police Department,South District,Air Pollution,High,In Progress,2024-09-22,,,No action taken on this complaint since our days,,Phone,Officer_103
GRV01541,CIT50130,Environment Department,North District,Water Shortage,Critical,Resolved,2024-08-08,2024-08-15,7.0,Irregular water supply affecting this households,4,Phone,Officer_252
GRV01542,CIT65022,Police Department,Old City,Road Construction Delay,Medium,Pending,2022-07-02,,,Urgent complaint about our affecting citizens,,Phone,Officer_453
GRV01543,CIT36106,Water Supply,Central Zone,Noise Pollution,Medium,Resolved,2023-03-28,2023-05-02,35.0,Serious issue regarding this in our locality,3,Email,Officer_318
GRV01544,CIT84620,Police Department,East District,Poor Service,Low,Resolved,2024-01-04,2024-01-31,27.0,Repeated complaint about our in 8 area still unresolved,3,Email,Officer_338
GRV01545,CIT70643,Environment Department,North District,Drainage Issue,Low,Resolved,2024-12-19,2025-01-18,30.0,Stagnant water breeding mosquitoes near North District,4,Walk-in,Officer_220
GRV01546,CIT61573,Roads & Infrastructure,Riverside Block,Sewage Overflow,Medium,Resolved,2023-11-18,2024-01-01,44.0,No action taken on this complaint since this days,2,Walk-in,Officer_269
GRV01547,CIT90214,Health Services,Central Zone,Bus Route Issue,Medium,Resolved,2022-05-30,2022-06-23,24.0,Serious issue regarding Central Zone in our locality,5,Mobile App,Officer_461
GRV01548,CIT63728,Health Services,Central Zone,Road Construction Delay,Medium,Pending,2023-07-07,,,No action taken on Central Zone complaint since Central Zone days,,Online Portal,Officer_403
GRV01549,CIT97688,Public Transport,New Township,Corruption,High,Resolved,2023-03-24,2023-04-14,21.0,No action taken on New Township complaint since 7 days,1,Email,Officer_328
GRV01550,CIT52837,Electricity Board,North District,Drainage Issue,Medium,Resolved,2022-03-30,2022-05-04,35.0,Drainage pipe broken for our weeks,2,Walk-in,Officer_422
GRV01551,CIT14887,Environment Department,Suburban Area,Air Pollution,High,Resolved,2022-09-28,2022-10-05,7.0,Urgent complaint about 2 affecting citizens,3,Walk-in,Officer_390
GRV01552,CIT17157,Revenue Department,Central Zone,Encroachment,Low,Closed,2023-04-03,2023-06-24,82.0,Serious issue regarding our in our locality,1,Mobile App,Officer_498
GRV01553,CIT53354,Roads & Infrastructure,Central Zone,Poor Service,Medium,Resolved,2024-03-13,2024-03-30,17.0,No action taken on this complaint since this days,1,Email,Officer_412
GRV01554,CIT61976,Municipal Sanitation,South District,Property Tax,Medium,In Progress,2023-11-02,,,Repeated complaint about 9 in South District area still unresolved,,Email,Officer_381
GRV01555,CIT97916,Public Transport,North District,Hospital Service,Low,Resolved,2024-04-14,2024-05-14,30.0,Urgent complaint about North District affecting citizens,2,Walk-in,Officer_334
GRV01556,CIT40407,Health Services,East District,Property Tax,High,Resolved,2022-02-08,2022-02-20,12.0,Repeated complaint about this in this area still unresolved,5,Online Portal,Officer_116
GRV01557,CIT59994,Housing Authority,Hill Station,Noise Pollution,Critical,In Progress,2023-07-29,,,Serious issue regarding 6 in our locality,,Phone,Officer_324
GRV01558,CIT51751,Health Services,South District,Poor Service,Critical,Resolved,2023-09-11,2023-09-15,4.0,Serious issue regarding South District in our locality,5,Walk-in,Officer_124
GRV01559,CIT54346,Electricity Board,East District,Water Quality,Medium,Pending,2024-03-11,,,Urgent complaint about our affecting citizens,,Mobile App,Officer_201
GRV01560,CIT12128,Municipal Sanitation,East District,Documentation Issue,High,Reopened,2022-10-07,,,Urgent complaint about this affecting citizens,,Email,Officer_155
GRV01561,CIT18876,Municipal Sanitation,East District,Water Shortage,Medium,Resolved,2024-08-17,2024-09-19,33.0,No water supply for past this days in our area,4,Walk-in,Officer_105
GRV01562,CIT51312,Education Department,Suburban Area,Street Light Failure,High,In Progress,2023-12-13,,,Urgent complaint about 30 affecting citizens,,Mobile App,Officer_242
GRV01563,CIT86247,Fire Services,Industrial Area,Hospital Service,Critical,Resolved,2022-12-21,2022-12-25,4.0,No action taken on this complaint since Industrial Area days,1,Mobile App,Officer_238
GRV01564,CIT12147,Environment Department,East District,Road Damage,Medium,Resolved,2022-05-20,2022-07-01,42.0,Pothole on main road causing accidents near East District,2,Mobile App,Officer_249
GRV01565,CIT81626,Water Supply,Central Zone,Road Damage,High,Resolved,2023-06-15,2023-07-09,24.0,Broken road surface causing vehicle damage in 25,4,Phone,Officer_264
GRV01566,CIT44564,Health Services,Suburban Area,Garbage Collection,High,Pending,2023-01-10,,,Garbage not collected for our days,,Email,Officer_216
GRV01567,CIT54496,Housing Authority,Old City,Street Light Failure,Medium,In Progress,2022-10-31,,,Serious issue regarding Old City in our locality,,Walk-in,Officer_406
GRV01568,CIT29324,Water Supply,West District,Noise Pollution,High,Resolved,2023-06-06,2023-06-25,19.0,Urgent complaint about West District affecting citizens,2,Phone,Officer_393
GRV01569,CIT77307,Roads & Infrastructure,North District,Garbage Collection,Low,Resolved,2024-12-23,2025-03-01,68.0,Garbage not collected for our days,5,Phone,Officer_480
GRV01570,CIT48187,Police Department,North District,Power Outage,Low,Pending,2024-09-19,,,No electricity for North District hours continuously,,Email,Officer_177
GRV01571,CIT33357,Public Transport,South District,Road Construction Delay,High,Reopened,2023-12-28,,,No action taken on 25 complaint since 17 days,,Mobile App,Officer_189
GRV01572,CIT33827,Electricity Board,Old City,Encroachment,Medium,In Progress,2024-07-19,,,Urgent complaint about our affecting citizens,,Walk-in,Officer_176
GRV01573,CIT94678,Electricity Board,South District,Encroachment,High,Resolved,2023-06-18,2023-07-09,21.0,Repeated complaint about South District in 8 area still unresolved,5,Mobile App,Officer_203
GRV01574,CIT75824,Health Services,Central Zone,School Facilities,Critical,Resolved,2022-02-07,2022-02-12,5.0,Repeated complaint about our in our area still unresolved,4,Online Portal,Officer_185
GRV01575,CIT90226,Water Supply,Old City,Sewage Overflow,High,Pending,2022-05-27,,,No action taken on this complaint since our days,,Email,Officer_459
GRV01576,CIT64278,Electricity Board,Suburban Area,Corruption,Medium,Pending,2023-10-11,,,Urgent complaint about Suburban Area affecting citizens,,Phone,Officer_354
GRV01577,CIT64835,Education Department,Industrial Area,Drainage Issue,Medium,Resolved,2022-11-11,2022-11-17,6.0,Drain blocked causing flooding in this area,3,Email,Officer_142
GRV01578,CIT87663,Electricity Board,Riverside Block,Street Light Failure,Medium,Resolved,2022-11-19,2022-12-03,14.0,No action taken on 5 complaint since this days,2,Online Portal,Officer_177
GRV01579,CIT40486,Police Department,Industrial Area,Noise Pollution,High,In Progress,2024-04-03,,,Repeated complaint about this in Industrial Area area still unresolved,,Phone,Officer_188
GRV01580,CIT66552,Police Department,Coastal Ward,School Facilities,Critical,Pending,2022-03-29,,,Repeated complaint about our in our area still unresolved,,Email,Officer_363
GRV01581,CIT15301,Water Supply,Old City,Water Quality,Low,Resolved,2023-04-02,2023-06-19,78.0,Serious issue regarding Old City in our locality,2,Online Portal,Officer_428
GRV01582,CIT77025,Roads & Infrastructure,New Township,Street Light Failure,High,Resolved,2024-02-02,2024-02-14,12.0,Serious issue regarding our in our locality,5,Mobile App,Officer_322
GRV01583,CIT23629,Housing Authority,Suburban Area,Water Quality,Medium,Pending,2022-01-18,,,Serious issue regarding our in our locality,,Walk-in,Officer_384
GRV01584,CIT15581,Housing Authority,North District,Encroachment,Medium,Resolved,2022-10-01,2022-10-06,5.0,Repeated complaint about this in this area still unresolved,2,Walk-in,Officer_366
GRV01585,CIT50736,Public Transport,Coastal Ward,Encroachment,Medium,Pending,2024-03-28,,,Serious issue regarding this in our locality,,Mobile App,Officer_211
GRV01586,CIT33467,Health Services,Hill Station,Drainage Issue,Low,Resolved,2024-06-12,2024-07-10,28.0,Drain blocked causing flooding in Hill Station area,1,Walk-in,Officer_453
GRV01587,CIT73648,Roads & Infrastructure,South District,School Facilities,Medium,Resolved,2022-08-19,2022-09-11,23.0,Serious issue regarding this in our locality,5,Phone,Officer_178
GRV01588,CIT22653,Revenue Department,Riverside Block,Sewage Overflow,High,Pending,2024-12-14,,,Urgent complaint about Riverside Block affecting citizens,,Online Portal,Officer_476
GRV01589,CIT32032,Housing Authority,North District,Road Damage,Medium,Resolved,2024-04-19,2024-04-25,6.0,Pothole on main road causing accidents near 3,3,Mobile App,Officer_482
GRV01590,CIT52174,Electricity Board,New Township,Noise Pollution,Medium,Resolved,2022-07-17,2022-07-22,5.0,Serious issue regarding New Township in our locality,3,Mobile App,Officer_371
GRV01591,CIT32402,Municipal Sanitation,North District,Water Shortage,Medium,Closed,2024-05-05,2024-06-18,44.0,No water supply for past this days in our area,4,Email,Officer_457
GRV01592,CIT33240,Revenue Department,East District,Poor Service,Critical,In Progress,2023-04-11,,,Urgent complaint about this affecting citizens,,Mobile App,Officer_209
GRV01593,CIT33204,Education Department,Suburban Area,Power Outage,High,Pending,2024-04-04,,,Power fluctuation damaging home appliances in 16,,Mobile App,Officer_322
GRV01594,CIT30558,Housing Authority,Central Zone,Garbage Collection,Low,Resolved,2022-11-14,2023-01-27,74.0,Overflowing dustbin near Central Zone area not cleaned,5,Mobile App,Officer_150
GRV01595,CIT70435,Fire Services,New Township,Documentation Issue,Medium,In Progress,2023-01-18,,,Serious issue regarding this in our locality,,Walk-in,Officer_462
GRV01596,CIT22448,Environment Department,Coastal Ward,Water Shortage,Critical,Resolved,2024-10-06,2024-10-13,7.0,No water supply for past our days in our area,5,Mobile App,Officer_103
GRV01597,CIT19838,Fire Services,New Township,Documentation Issue,High,Resolved,2023-06-30,2023-07-10,10.0,Urgent complaint about this affecting citizens,4,Online Portal,Officer_335
GRV01598,CIT80912,Housing Authority,Coastal Ward,Garbage Collection,Medium,Resolved,2024-12-28,2025-01-17,20.0,Garbage dumped on road since this week near 7,2,Phone,Officer_292
GRV01599,CIT85333,Public Transport,Coastal Ward,Encroachment,High,Pending,2023-12-26,,,Serious issue regarding our in our locality,,Phone,Officer_204
GRV01600,CIT55013,Health Services,Riverside Block,Documentation Issue,Critical,Pending,2022-11-29,,,No action taken on our complaint since this days,,Online Portal,Officer_491
GRV01601,CIT45142,Education Department,Coastal Ward,School Facilities,Medium,Closed,2022-02-16,2022-03-21,33.0,Repeated complaint about this in our area still unresolved,1,Phone,Officer_393
GRV01602,CIT99915,Police Department,Suburban Area,Delayed Response,Low,Resolved,2024-07-25,2024-09-12,49.0,Repeated complaint about our in our area still unresolved,4,Walk-in,Officer_138
